Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
2022-01-10,1.19859021,180172.71,80297.94,27524.83,34965.74,37384.2,,,,conventional,GrandRapids
2022-01-10,1.162504998,10447.3,8.41,1635.61,0.0,8803.29,,,,organic,GrandRapids
2022-01-10,1.080685963,4213873.79,2263119.49,862150.64,258553.53,830050.12,,,,conventional,GreatLakes
2022-01-10,1.574174739,165833.53,23378.75,55003.91,0.0,87450.87,,,,organic,GreatLakes
2022-01-10,1.124856103,394794.1,167700.61,103451.45,2011.3,121630.73,,,,conventional,HarrisburgScranton
2022-01-10,1.573505266,22084.05,479.24,647.11,0.0,20957.7,,,,organic,HarrisburgScranton
2022-01-10,1.555329995,340987.0,41629.76,218695.72,1120.75,79540.77,,,,conventional,HartfordSpringfield
2022-01-10,1.833275419,24156.27,1023.46,5954.5,0.0,17178.31,,,,organic,HartfordSpringfield
2022-01-10,1.017600897,953058.17,405712.29,356450.99,8088.33,182806.56,,,,conventional,Houston
2022-01-10,1.782653267,14217.77,11752.45,278.3,0.0,2187.02,,,,organic,Houston
2022-01-10,0.943823448,273599.81,179484.87,40602.22,2002.64,51510.07,,,,conventional,Indianapolis
2022-01-10,1.610740547,8800.22,310.95,3814.84,0.0,4674.43,,,,organic,Indianapolis
2022-01-10,1.344749154,189103.14,132954.27,7796.64,1309.13,47043.11,,,,conventional,Jacksonville
2022-01-10,1.028262744,28087.88,6965.22,189.22,0.0,20933.43,,,,organic,Jacksonville
2022-01-10,1.076235059,402382.24,134955.34,149672.15,1211.52,116543.23,,,,conventional,LasVegas
2022-01-10,1.560452544,13662.33,5733.43,1408.4,0.0,6520.5,,,,organic,LasVegas
2022-01-10,1.290102908,2944376.4,1632359.1,112412.89,420379.1,779225.31,,,,conventional,LosAngeles
2022-01-10,1.900139142,108675.26,58863.06,10207.58,0.0,39604.63,,,,organic,LosAngeles
2022-01-10,0.966046543,140685.51,84547.96,23009.94,624.12,32503.48,,,,conventional,Louisville
2022-01-10,1.579712462,6647.52,7.73,5594.63,0.0,1045.17,,,,organic,Louisville
2022-01-10,1.282692216,835694.19,577068.53,36687.66,6381.14,215554.61,,,,conventional,MiamiFtLauderdale
2022-01-10,0.989202721,131141.12,25347.68,873.43,0.0,104920.01,,,,organic,MiamiFtLauderdale
2022-01-10,1.109998585,4258740.96,2099638.2,754748.0,34611.56,1369743.2,,,,conventional,Midsouth
2022-01-10,1.523644349,263964.26,5144.5,56451.43,76.01,202292.32,,,,organic,Midsouth
2022-01-10,1.127943959,300328.11,177816.77,40806.49,1315.19,80389.67,,,,conventional,Nashville
2022-01-10,1.53701802,17574.85,95.2,8538.69,0.0,8940.96,,,,organic,Nashville
2022-01-10,1.002085576,304295.55,152139.1,23299.17,1754.53,127102.75,,,,conventional,NewOrleans
2022-01-10,1.244575711,16806.69,1650.46,48.82,0.0,15107.42,,,,organic,NewOrleans
2022-01-10,1.456452873,1772616.91,457242.53,682661.58,7927.86,624784.92,,,,conventional,NewYork
2022-01-10,1.631921639,150828.11,14008.27,9946.32,1.55,126871.96,,,,organic,NewYork
2022-01-10,1.372054216,5344837.06,1555150.44,2057775.74,23766.77,1708144.12,,,,conventional,Northeast
2022-01-10,1.679671234,356320.05,28104.32,25454.39,4.52,302756.83,,,,organic,Northeast
2022-01-10,1.286336156,477727.78,199586.59,185377.64,649.4,92114.14,,,,conventional,NorthernNewEngland
2022-01-10,1.980351373,17324.5,2622.74,708.6,0.0,13993.16,,,,organic,NorthernNewEngland
2022-01-10,1.264175268,460655.74,307158.59,11372.98,7057.15,135067.01,,,,conventional,Orlando
2022-01-10,0.932677464,97298.82,14612.34,179.55,0.0,82506.93,,,,organic,Orlando
2022-01-10,0.976167116,126945.17,70276.07,23278.05,517.87,32873.18,,,,conventional,PeoriaSpringfield
2022-01-10,1.556921547,3442.7,10.44,1156.95,0.0,2275.31,,,,organic,PeoriaSpringfield
2022-01-10,1.142931371,672109.23,247525.22,152252.0,4613.69,267718.31,,,,conventional,Philadelphia
2022-01-10,1.632593291,37590.76,2939.4,2833.88,0.0,31817.47,,,,organic,Philadelphia
2022-01-10,0.879197548,1308406.24,791904.74,293389.97,33836.25,189275.28,,,,conventional,PhoenixTucson
2022-01-10,1.508277797,30700.23,14577.16,3143.89,0.0,12979.18,,,,organic,PhoenixTucson
2022-01-10,1.315400262,124050.23,73792.5,8948.96,992.25,40316.52,,,,conventional,Pittsburgh
2022-01-10,1.548204702,8441.68,1819.23,5.24,0.0,6617.21,,,,organic,Pittsburgh
2022-01-10,1.209205233,1734639.67,737519.56,404234.19,47502.99,545066.87,,,,conventional,Plains
2022-01-10,1.550231694,50822.64,13304.57,4224.67,83.69,33209.71,,,,organic,Plains
2022-01-10,1.319362024,639097.85,276504.11,218775.4,31264.43,112553.92,,,,conventional,Portland
2022-01-10,2.036839319,39434.54,20658.53,14004.41,0.0,4771.59,,,,organic,Portland
2022-01-10,1.571374758,91797.23,17061.94,57555.17,306.16,16873.95,,,,conventional,Providence
2022-01-10,1.799968687,4923.44,37.54,45.28,0.0,4840.62,,,,organic,Providence
2022-01-10,1.114974393,450293.32,213100.03,79656.22,7005.87,150531.2,,,,conventional,RaleighGreensboro
2022-01-10,1.422738748,32746.62,761.19,3620.13,19.46,28345.84,,,,organic,RaleighGreensboro
2022-01-10,1.016439401,364032.68,208223.05,68283.63,2238.58,85287.42,,,,conventional,RichmondNorfolk
2022-01-10,1.423508812,20957.38,143.43,3487.14,1.09,17325.73,,,,organic,RichmondNorfolk
2022-01-10,0.965083589,213998.35,132995.68,34610.21,519.36,45873.1,,,,conventional,Roanoke
2022-01-10,1.485851947,10907.07,22.27,3806.84,0.0,7077.96,,,,organic,Roanoke
2022-01-10,1.339894556,466209.39,120250.42,230318.12,8825.4,106815.44,,,,conventional,Sacramento
2022-01-10,1.908236088,21236.33,5585.56,4045.48,0.0,11605.29,,,,organic,Sacramento
2022-01-10,1.294013968,553746.81,299286.05,40117.87,69381.43,144961.45,,,,conventional,SanDiego
2022-01-10,2.029083914,25041.9,13536.4,2076.87,1.42,9427.21,,,,organic,SanDiego
2022-01-10,1.239033508,899059.36,182024.44,573568.05,14034.79,129432.08,,,,conventional,SanFrancisco
2022-01-10,2.018043146,61541.28,16347.19,7570.31,2.7,37621.08,,,,organic,SanFrancisco
2022-01-10,1.437268897,625725.54,298529.9,225639.07,3516.18,98040.38,,,,conventional,Seattle
2022-01-10,2.285786178,63540.25,43331.04,11498.28,0.0,8710.93,,,,organic,Seattle
2022-01-10,1.180084583,519396.54,281651.68,86268.18,2763.56,148713.12,,,,conventional,SouthCarolina
2022-01-10,1.400773883,41307.85,4593.58,4846.86,46.63,31820.77,,,,organic,SouthCarolina
2022-01-10,1.000320468,4798807.15,2232069.26,999145.93,85741.48,1480504.74,,,,conventional,SouthCentral
2022-01-10,1.432042661,156544.34,41160.74,4776.32,0.0,110607.28,,,,organic,SouthCentral
2022-01-10,1.207685855,4870510.07,3185861.75,440454.88,30941.55,1213249.61,,,,conventional,Southeast
2022-01-10,1.065603236,571644.77,86614.68,26344.73,50.21,458635.14,,,,organic,Southeast
2022-01-10,1.259000155,87370.76,45138.06,25445.07,30.83,16756.8,,,,conventional,Spokane
2022-01-10,2.33394669,4643.5,2390.0,1074.22,0.0,1179.28,,,,organic,Spokane
2022-01-10,1.084580959,211721.07,132499.45,15227.2,1521.97,62472.46,,,,conventional,StLouis
2022-01-10,1.518535452,11187.62,3857.95,2964.55,0.0,4365.11,,,,organic,StLouis
2022-01-10,1.31784069,85636.44,20266.52,29563.98,385.72,35420.22,,,,conventional,Syracuse
2022-01-10,1.625936003,4865.85,337.98,98.88,0.0,4428.99,,,,organic,Syracuse
2022-01-10,1.193863666,515393.92,379424.15,16616.3,3363.05,115990.41,,,,conventional,Tampa
2022-01-10,0.898474064,90515.27,9976.12,151.2,0.0,80387.95,,,,organic,Tampa
2022-01-10,0.878487288,157119.58,113589.51,14527.28,5120.19,23882.6,,,,conventional,Toledo
2022-01-10,1.55631685,4198.83,500.5,1417.82,0.0,2280.51,,,,organic,Toledo
2022-01-10,1.1796901,38291643.85,18035242.48,8869770.65,1233794.28,10150894.61,,,,conventional,TotalUS
2022-01-10,1.526284481,2230029.54,552614.28,253680.97,416.46,1423317.83,,,,organic,TotalUS
2022-01-10,1.137545511,6877577.38,3201861.67,1948820.47,163280.8,1563336.69,,,,conventional,West
2022-01-10,1.783048124,396797.82,240455.3,50211.15,187.53,105943.84,,,,organic,West
2022-01-10,1.029012484,825302.76,325814.52,145208.64,9776.82,343855.31,,,,conventional,WestTexNewMexico
2022-01-10,1.155773237,41913.9,11161.81,623.68,0.0,30128.4,,,,organic,WestTexNewMexico
2022-01-10,1.067808783,90746.3,43860.83,22089.8,671.02,24064.44,,,,conventional,Wichita
2022-01-10,1.600771955,3185.72,2047.96,19.51,0.0,1118.25,,,,organic,Wichita
2022-01-16,1.204902481,130741.9,38939.25,62872.35,940.3,27990.0,,,,conventional,Albany
2022-01-16,1.690633688,3938.88,337.49,417.99,0.0,3183.4,,,,organic,Albany
2022-01-16,1.208290351,896987.66,562295.55,181016.04,3429.19,150246.87,,,,conventional,Atlanta
2022-01-16,1.654234622,35340.38,3710.59,18025.48,0.0,13604.31,,,,organic,Atlanta
2022-01-16,1.425393782,972459.61,299146.6,232840.88,9158.27,431313.86,,,,conventional,BaltimoreWashington
2022-01-16,1.691309235,61574.46,870.85,8564.07,2.3,52137.25,,,,organic,BaltimoreWashington
2022-01-16,1.165446119,331478.75,208216.68,32437.17,2621.62,88203.28,,,,conventional,BirminghamMontgomery
2022-01-16,1.507236729,13875.96,1709.77,1179.63,0.0,10986.56,,,,organic,BirminghamMontgomery
2022-01-16,1.454586407,113499.53,53711.54,18810.08,9299.44,31678.47,,,,conventional,Boise
2022-01-16,2.315289627,5775.53,1603.83,2051.17,0.0,2120.53,,,,organic,Boise
2022-01-16,1.363960148,714982.02,226577.39,326616.21,3120.8,158667.63,,,,conventional,Boston
2022-01-16,1.831648806,33329.48,414.79,2625.81,0.0,30288.88,,,,organic,Boston
2022-01-16,1.421010791,196602.67,27655.05,54018.01,852.65,114076.96,,,,conventional,BuffaloRochester
2022-01-16,1.704389497,12651.95,1159.28,70.69,0.0,11421.98,,,,organic,BuffaloRochester
2022-01-16,1.416480779,5902997.43,2913744.69,1093634.05,467616.06,1428002.63,,,,conventional,California
2022-01-16,1.806714944,415865.04,149659.64,89829.35,2.92,176373.12,,,,organic,California
2022-01-16,1.350760971,354305.22,131795.36,65924.42,7049.3,149536.14,,,,conventional,Charlotte
2022-01-16,1.738038421,17493.45,199.86,3385.64,43.79,13864.16,,,,organic,Charlotte
2022-01-16,1.436124093,813374.37,200859.59,237846.9,121831.0,252836.88,,,,conventional,Chicago
2022-01-16,1.608909892,50526.45,19922.53,12314.97,0.0,18288.96,,,,organic,Chicago
2022-01-16,0.984112511,354847.37,230605.66,85453.69,1051.37,37736.65,,,,conventional,CincinnatiDayton
2022-01-16,1.861906951,14986.4,3345.58,9095.21,0.0,2545.6,,,,organic,CincinnatiDayton
2022-01-16,0.946177831,296388.67,198942.42,53404.59,1284.18,42757.47,,,,conventional,Columbus
2022-01-16,1.646888999,8978.73,2465.66,3330.8,0.0,3182.27,,,,organic,Columbus
2022-01-16,0.996608315,1422385.19,621864.35,279686.02,14376.47,506458.36,,,,conventional,DallasFtWorth
2022-01-16,1.504172223,46690.71,12330.59,1156.89,0.0,33203.22,,,,organic,DallasFtWorth
2022-01-16,1.305306175,915599.54,439658.76,176215.16,39604.49,260121.13,,,,conventional,Denver
2022-01-16,1.7310311,43257.07,31117.06,1617.07,3.22,10519.72,,,,organic,Denver
2022-01-16,0.997188033,516330.26,315748.69,65949.17,27294.39,107338.01,,,,conventional,Detroit
2022-01-16,1.231436932,26220.79,2671.92,4093.15,0.0,19455.71,,,,organic,Detroit
2022-01-16,1.449276432,147358.07,33625.45,23603.84,29929.01,60199.78,,,,conventional,GrandRapids
2022-01-16,0.968769575,18574.67,13.22,1391.93,0.0,17169.52,,,,organic,GrandRapids
2022-01-16,1.13476835,4216020.33,1968995.0,1009000.63,249248.59,988776.11,,,,conventional,GreatLakes
2022-01-16,1.445150607,203627.86,42276.95,45433.93,0.0,115916.98,,,,organic,GreatLakes
2022-01-16,1.287637233,352523.78,128316.32,81357.09,2125.77,140724.61,,,,conventional,HarrisburgScranton
2022-01-16,1.619458951,22059.61,790.54,617.19,0.0,20651.88,,,,organic,HarrisburgScranton
2022-01-16,1.489534748,367515.77,62141.35,216826.73,1378.58,87169.12,,,,conventional,HartfordSpringfield
2022-01-16,1.872771965,19507.36,1088.32,4921.01,0.0,13498.04,,,,organic,HartfordSpringfield
2022-01-16,1.121514568,917065.59,497776.12,208058.11,10263.86,200967.5,,,,conventional,Houston
2022-01-16,2.095803953,11931.48,9886.48,347.02,0.0,1697.98,,,,organic,Houston
2022-01-16,0.984015666,288920.79,170747.6,57105.89,3175.03,57892.27,,,,conventional,Indianapolis
2022-01-16,1.513367246,9855.15,627.54,3528.7,0.0,5698.91,,,,organic,Indianapolis
2022-01-16,1.373449879,191134.05,130598.0,8258.01,1164.4,51113.63,,,,conventional,Jacksonville
2022-01-16,1.174854779,20260.05,5804.0,176.46,0.0,14279.59,,,,organic,Jacksonville
2022-01-16,1.2170718,387383.18,126320.93,134759.88,884.63,125417.74,,,,conventional,LasVegas
2022-01-16,1.65336689,13138.33,6991.62,1616.48,0.0,4530.23,,,,organic,LasVegas
2022-01-16,1.31614182,3005836.76,1739555.33,163464.44,324590.52,778226.46,,,,conventional,LosAngeles
2022-01-16,1.789257252,179178.69,68442.79,45889.12,2.78,64844.0,,,,organic,LosAngeles
2022-01-16,1.002315272,151165.18,89589.79,25283.96,550.27,35741.16,,,,conventional,Louisville
2022-01-16,1.532791759,6415.04,680.0,4223.02,0.0,1512.02,,,,organic,Louisville
2022-01-16,1.299227681,856506.39,563533.13,62861.42,5761.99,224346.47,,,,conventional,MiamiFtLauderdale
2022-01-16,1.017895496,130991.19,15246.61,810.6,0.0,114933.99,,,,organic,MiamiFtLauderdale
2022-01-16,1.226252638,4235877.59,1979600.7,784596.12,32314.2,1439366.58,,,,conventional,Midsouth
2022-01-16,1.607787436,230145.69,8107.14,57843.24,91.61,164103.7,,,,organic,Midsouth
2022-01-16,1.185156772,337879.2,194106.64,42452.98,1191.23,100128.34,,,,conventional,Nashville
2022-01-16,1.556881516,18916.59,1162.82,9799.47,0.0,7954.3,,,,organic,Nashville
2022-01-16,1.021499387,311239.67,166430.5,21409.99,1562.38,121836.8,,,,conventional,NewOrleans
2022-01-16,1.246294403,15188.76,1186.46,13.96,0.0,13988.33,,,,organic,NewOrleans
2022-01-16,1.406071317,2133181.84,756692.92,709565.19,5956.17,660967.56,,,,conventional,NewYork
2022-01-16,1.763466615,119175.29,17221.84,9306.72,9.36,92637.36,,,,organic,NewYork
2022-01-16,1.348432021,5894494.29,2062651.4,2039863.14,22540.79,1769438.98,,,,conventional,Northeast
2022-01-16,1.754503585,300354.64,33025.29,23275.64,11.74,244041.98,,,,organic,Northeast
2022-01-16,1.191520175,537420.9,243481.42,193114.51,999.48,99825.5,,,,conventional,NorthernNewEngland
2022-01-16,1.957572646,15907.85,2419.82,526.8,0.0,12961.23,,,,organic,NorthernNewEngland
2022-01-16,1.344792771,461063.1,270549.75,34246.91,6543.36,149720.39,,,,conventional,Orlando
2022-01-16,0.984861212,93065.37,9006.45,1024.08,0.0,83034.85,,,,organic,Orlando
2022-01-16,1.033805233,135745.17,67754.33,27154.46,228.5,40607.87,,,,conventional,PeoriaSpringfield
2022-01-16,1.425804536,4344.42,84.12,801.79,0.0,3458.51,,,,organic,PeoriaSpringfield
2022-01-16,1.325800777,617375.57,228041.11,138577.95,4271.21,246485.3,,,,conventional,Philadelphia
2022-01-16,1.73064937,33295.93,2989.61,3045.04,2.29,27258.98,,,,organic,Philadelphia
2022-01-16,1.120578544,1170572.72,502711.78,445418.7,22144.1,200272.29,,,,conventional,PhoenixTucson
2022-01-16,1.490302475,32401.9,12669.68,3158.37,0.0,16573.86,,,,organic,PhoenixTucson
2022-01-16,1.083274932,178839.62,123912.01,14145.24,951.09,39831.28,,,,conventional,Pittsburgh
2022-01-16,1.473300251,8744.74,2887.19,0.0,0.0,5857.55,,,,organic,Pittsburgh
2022-01-16,1.263192973,1896274.82,796882.24,402906.21,55932.03,640554.33,,,,conventional,Plains
2022-01-16,1.738907449,51650.23,13840.09,4555.68,16.96,33237.5,,,,organic,Plains
2022-01-16,1.42853453,687631.04,394444.95,151101.88,31374.28,110709.92,,,,conventional,Portland
2022-01-16,2.662019663,33771.19,22779.84,6286.69,0.0,4704.66,,,,organic,Portland
2022-01-16,1.397003649,97310.99,29727.44,50976.21,327.13,16280.22,,,,conventional,Providence
2022-01-16,1.785518047,4145.7,59.51,23.31,0.0,4062.88,,,,organic,Providence
2022-01-16,1.255090638,444168.93,172681.18,84829.55,6429.81,180228.4,,,,conventional,RaleighGreensboro
2022-01-16,1.664522728,22284.5,535.47,3801.98,23.77,17923.28,,,,organic,RaleighGreensboro
2022-01-16,1.132344589,361749.25,197076.13,68867.47,2376.03,93429.62,,,,conventional,RichmondNorfolk
2022-01-16,1.495576781,20676.88,672.26,3474.87,4.34,16525.41,,,,organic,RichmondNorfolk
2022-01-16,1.04481769,239406.7,146556.72,40804.62,383.83,51661.54,,,,conventional,Roanoke
2022-01-16,1.489325829,9543.3,671.41,3076.79,0.0,5795.1,,,,organic,Roanoke
2022-01-16,1.662860071,429339.99,125833.84,186041.88,8059.91,109404.36,,,,conventional,Sacramento
2022-01-16,1.826444374,26285.92,7380.92,3252.73,0.0,15652.27,,,,organic,Sacramento
2022-01-16,1.348836613,547411.91,279375.42,59745.8,56394.58,151896.11,,,,conventional,SanDiego
2022-01-16,1.854937925,38988.98,13031.84,15668.06,0.0,10289.08,,,,organic,SanDiego
2022-01-16,1.651654959,697849.46,215298.73,346930.42,12739.64,122880.66,,,,conventional,SanFrancisco
2022-01-16,1.84248006,89295.79,35049.49,7044.75,0.0,47201.56,,,,organic,SanFrancisco
2022-01-16,1.635596027,530651.05,231478.75,201766.95,3534.09,93871.26,,,,conventional,Seattle
2022-01-16,2.466269974,51779.34,34287.62,8501.8,1.13,8988.79,,,,organic,Seattle
2022-01-16,1.303644481,492399.94,241015.11,84582.38,2738.89,164063.57,,,,conventional,SouthCarolina
2022-01-16,1.535778576,33703.79,3475.22,5240.4,21.05,24967.11,,,,organic,SouthCarolina
2022-01-16,1.069944333,5091518.83,2571647.7,761340.21,88033.47,1669420.77,,,,conventional,SouthCentral
2022-01-16,1.456090243,155625.76,34387.95,5950.12,0.0,115287.7,,,,organic,SouthCentral
2022-01-16,1.255528093,5035778.15,3193082.56,529818.86,32360.77,1280509.77,,,,conventional,Southeast
2022-01-16,1.117394119,550912.71,59033.54,33499.89,22.64,458356.64,,,,organic,Southeast
2022-01-16,1.443757826,75335.05,38843.32,19603.84,46.91,16840.98,,,,conventional,Spokane
2022-01-16,2.520445159,4563.72,2721.66,662.38,0.0,1179.68,,,,organic,Spokane
2022-01-16,1.169728435,212149.26,127313.92,13920.03,1794.54,69120.78,,,,conventional,StLouis
2022-01-16,1.937664618,9247.78,1406.44,3174.9,0.0,4666.43,,,,organic,StLouis
2022-01-16,1.337496788,85124.27,19815.74,27439.45,331.66,37537.42,,,,conventional,Syracuse
2022-01-16,1.590519511,4705.04,255.79,94.26,0.0,4354.99,,,,organic,Syracuse
2022-01-16,1.25077346,507974.5,357325.53,16811.48,4808.48,129029.0,,,,conventional,Tampa
2022-01-16,0.975841575,93876.18,6038.08,154.35,0.0,87683.76,,,,organic,Tampa
2022-01-16,0.956808662,151649.44,94370.51,23561.69,5184.88,28532.36,,,,conventional,Toledo
2022-01-16,1.433024379,4752.81,602.0,1352.93,0.0,2797.87,,,,organic,Toledo
2022-01-16,1.259999272,38870083.14,18570093.28,8429023.32,1110423.08,10759249.36,,,,conventional,TotalUS
2022-01-16,1.564974704,2219701.5,507384.03,294963.4,157.55,1417196.52,,,,organic,TotalUS
2022-01-16,1.291842626,6597121.71,3083489.0,1807864.11,162377.17,1543180.19,,,,conventional,West
2022-01-16,1.923310339,311519.57,167053.43,34575.54,11.69,109878.91,,,,organic,West
2022-01-16,1.101228903,901400.75,433520.37,147664.03,10389.91,308618.63,,,,conventional,WestTexNewMexico
2022-01-16,1.07385725,47177.35,10591.58,644.04,0.0,35941.72,,,,organic,WestTexNewMexico
2022-01-16,1.135934547,95959.84,48371.81,17474.81,702.24,29410.98,,,,conventional,Wichita
2022-01-16,1.744483096,3069.07,1938.32,5.42,0.0,1125.34,,,,organic,Wichita
2022-01-23,1.135643678,142311.2,42709.52,70303.28,830.5,28467.89,,,,conventional,Albany
2022-01-23,1.698888093,3155.63,244.99,424.18,0.0,2486.46,,,,organic,Albany
2022-01-23,1.254089427,705265.68,433052.74,139267.53,1472.03,131473.38,,,,conventional,Atlanta
2022-01-23,1.589008611,28998.74,2749.93,14744.51,0.0,11504.3,,,,organic,Atlanta
2022-01-23,1.483805861,903527.37,298502.76,203762.74,8422.71,392839.16,,,,conventional,BaltimoreWashington
2022-01-23,1.782511956,51891.83,2184.88,6974.7,2.3,42729.95,,,,organic,BaltimoreWashington
2022-01-23,1.184366837,309479.55,193243.48,29066.21,2929.51,84240.34,,,,conventional,BirminghamMontgomery
2022-01-23,1.417805071,12311.09,1185.34,2053.07,0.0,9072.68,,,,organic,BirminghamMontgomery
2022-01-23,1.338175372,119441.05,56763.71,13324.47,10580.1,38772.77,,,,conventional,Boise
2022-01-23,1.815434328,8283.92,1798.49,2287.62,0.0,4197.81,,,,organic,Boise
2022-01-23,1.510307803,632402.83,154662.03,315274.45,2935.11,159531.23,,,,conventional,Boston
2022-01-23,1.810775062,37040.3,257.52,2630.85,0.0,34151.93,,,,organic,Boston
2022-01-23,1.322058724,196382.5,43039.05,46750.66,907.67,105685.12,,,,conventional,BuffaloRochester
2022-01-23,1.598427287,10670.0,1387.16,87.59,0.0,9195.24,,,,organic,BuffaloRochester
2022-01-23,1.430474917,5925586.77,2807296.01,1248998.79,566702.8,1302589.17,,,,conventional,California
2022-01-23,1.851276423,357657.73,151145.99,34884.18,5.86,171621.7,,,,organic,California
2022-01-23,1.483118703,312621.17,128227.68,60836.65,6519.14,117037.7,,,,conventional,Charlotte
2022-01-23,1.662365727,19450.69,135.41,3660.88,28.38,15626.03,,,,organic,Charlotte
2022-01-23,1.479944949,801998.53,254284.37,181175.99,135749.6,230788.56,,,,conventional,Chicago
2022-01-23,1.618544744,57135.75,21615.42,14903.48,0.0,20616.84,,,,organic,Chicago
2022-01-23,1.021516783,321205.2,218816.63,66146.83,602.69,35639.05,,,,conventional,CincinnatiDayton
2022-01-23,1.958549686,13891.05,5375.66,5951.23,0.0,2564.15,,,,organic,CincinnatiDayton
2022-01-23,1.074554911,259817.24,163453.36,53828.02,805.53,41730.33,,,,conventional,Columbus
2022-01-23,1.778144711,9023.01,1937.44,3605.29,0.0,3480.28,,,,organic,Columbus
2022-01-23,1.022829654,1342416.44,617686.29,284512.73,14724.52,425492.89,,,,conventional,DallasFtWorth
2022-01-23,1.505476703,42497.76,12075.82,1235.76,0.0,29186.18,,,,organic,DallasFtWorth
2022-01-23,1.28068658,798918.61,336134.65,172422.05,35728.26,254633.65,,,,conventional,Denver
2022-01-23,1.561338018,61321.87,44982.83,1334.48,1.07,15003.48,,,,organic,Denver
2022-01-23,1.099494098,464218.84,281098.84,59473.52,51654.89,71991.59,,,,conventional,Detroit
2022-01-23,1.433611633,24014.72,3517.22,3773.27,0.0,16724.23,,,,organic,Detroit
2022-01-23,1.534456195,162407.52,30037.98,38889.65,58934.13,34545.77,,,,conventional,GrandRapids
2022-01-23,1.205549534,11007.67,12.03,922.53,0.0,10073.11,,,,organic,GrandRapids
2022-01-23,1.207495135,3967227.52,1852099.06,921217.45,362483.59,831427.43,,,,conventional,GreatLakes
2022-01-23,1.576750916,190840.72,45471.71,43055.29,0.0,102313.72,,,,organic,GreatLakes
2022-01-23,1.30617177,351966.27,128524.7,94163.12,1749.71,127528.73,,,,conventional,HarrisburgScranton
2022-01-23,1.565728332,17573.37,775.21,505.63,0.0,16292.53,,,,organic,HarrisburgScranton
2022-01-23,1.55301859,332765.89,40758.41,207582.92,1097.08,83327.48,,,,conventional,HartfordSpringfield
2022-01-23,1.866695136,20135.72,1797.76,5322.32,3.35,13012.3,,,,organic,HartfordSpringfield
