Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
Orlando,Weekly,2024-12-01,Conventional,1.014591216,802126.6,423675.95,25119.48,66.38,353264.79
Orlando,Weekly,2024-12-08,Conventional,1.014591216,802126.6,423675.95,25119.48,66.38,353264.79
Orlando,Weekly,2024-12-15,Conventional,1.014591216,802126.6,423675.95,25119.48,66.38,353264.79
Orlando,Weekly,2024-12-22,Conventional,1.014591216,802126.6,423675.95,25119.48,66.38,353264.79
Orlando,Weekly,2024-12-29,Conventional,1.014591216,802126.6,423675.95,25119.48,66.38,353264.79
Orlando,Weekly,2024-11-10,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-11-17,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-11-24,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-12-01,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-12-08,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-12-15,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-12-22,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Orlando,Weekly,2024-12-29,Organic,1.679519715,38207.34,208.66,204.54,0.0,37794.14
Peoria/Springfield,Weekly,2024-11-10,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-11-17,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-11-24,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-12-01,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-12-08,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-12-15,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-12-22,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-12-29,Conventional,1.016882938,163907.25,99739.28,16774.77,1112.46,46280.74
Peoria/Springfield,Weekly,2024-11-10,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-11-17,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-11-24,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-12-01,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-12-08,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-12-15,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-12-22,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Peoria/Springfield,Weekly,2024-12-29,Organic,1.560666932,7312.04,160.95,1131.66,0.0,6019.43
Philadelphia,Weekly,2024-11-10,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-11-17,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-11-24,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-12-01,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-12-08,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-12-15,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-12-22,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-12-29,Conventional,1.126119009,684934.0,281773.29,119867.93,1175.3,282117.48
Philadelphia,Weekly,2024-11-10,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-11-17,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-11-24,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-12-01,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-12-08,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-12-15,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-12-22,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Philadelphia,Weekly,2024-12-29,Organic,1.541763728,46743.14,2627.86,3588.67,0.0,40526.61
Phoenix/Tucson,Weekly,2024-11-10,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-11-17,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-11-24,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-12-01,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-12-08,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-12-15,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-12-22,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-12-29,Conventional,1.239158237,1118914.0,622855.28,274435.55,14600.82,207022.35
Phoenix/Tucson,Weekly,2024-11-10,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-11-17,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-11-24,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-12-01,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-12-08,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-12-15,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-12-22,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Phoenix/Tucson,Weekly,2024-12-29,Organic,1.441789278,44914.01,13053.92,5399.51,0.0,26460.58
Pittsburgh,Weekly,2024-11-10,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-11-17,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-11-24,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-12-01,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-12-08,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-12-15,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-12-22,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-12-29,Conventional,0.962963724,243079.12,148234.43,20725.17,4.86,74114.67
Pittsburgh,Weekly,2024-11-10,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-11-17,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-11-24,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-12-01,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-12-08,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-12-15,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-12-22,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Pittsburgh,Weekly,2024-12-29,Organic,1.487815754,11363.87,1262.35,1.98,0.0,10099.54
Plains,Weekly,2024-11-10,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-11-17,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-11-24,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-12-01,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-12-08,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-12-15,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-12-22,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-12-29,Conventional,1.067485931,2399822.89,1336609.63,268158.9,3088.97,791965.39
Plains,Weekly,2024-11-10,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-11-17,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-11-24,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-12-01,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-12-08,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-12-15,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-12-22,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Plains,Weekly,2024-12-29,Organic,1.493130484,111909.03,9730.08,4199.77,0.0,97979.18
Portland,Weekly,2024-11-10,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-11-17,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-11-24,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-12-01,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-12-08,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-12-15,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-12-22,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-12-29,Conventional,1.269985422,579110.53,325380.81,160703.07,15811.25,77215.4
Portland,Weekly,2024-11-10,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-11-17,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-11-24,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-12-01,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-12-08,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-12-15,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-12-22,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Portland,Weekly,2024-12-29,Organic,2.373588505,37999.44,3734.87,21074.83,0.0,13189.74
Providence,Weekly,2024-11-10,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-11-17,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-11-24,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-12-01,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-12-08,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-12-15,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-12-22,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-12-29,Conventional,1.021992035,126441.59,69964.03,31670.35,9.45,24797.76
Providence,Weekly,2024-11-10,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-11-17,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-11-24,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-12-01,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-12-08,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-12-15,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-12-22,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Providence,Weekly,2024-12-29,Organic,1.402940857,7788.86,16.25,0.0,0.0,7772.61
Raleigh/Greensboro,Weekly,2024-11-10,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-11-17,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-11-24,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-12-01,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-12-08,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-12-15,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-12-22,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-12-29,Conventional,1.160521194,485026.44,223688.95,62147.43,179.73,199010.33
Raleigh/Greensboro,Weekly,2024-11-10,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-11-17,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-11-24,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-12-01,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-12-08,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-12-15,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-12-22,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Raleigh/Greensboro,Weekly,2024-12-29,Organic,1.429699991,51743.54,414.32,1999.33,0.0,49329.89
Richmond/Norfolk,Weekly,2024-11-10,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-11-17,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-11-24,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-12-01,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-12-08,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-12-15,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-12-22,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-12-29,Conventional,1.204446519,324896.16,169026.01,49981.68,119.41,105769.06
Richmond/Norfolk,Weekly,2024-11-10,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-11-17,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-11-24,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-12-01,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-12-08,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-12-15,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-12-22,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Richmond/Norfolk,Weekly,2024-12-29,Organic,1.516384294,30626.73,97.96,2999.3,0.0,27529.47
Roanoke,Weekly,2024-11-10,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-11-17,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-11-24,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-12-01,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-12-08,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-12-15,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-12-22,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-12-29,Conventional,1.209820811,200189.35,109415.92,28058.9,15.93,62698.61
Roanoke,Weekly,2024-11-10,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-11-17,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-11-24,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-12-01,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-12-08,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-12-15,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-12-22,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Roanoke,Weekly,2024-12-29,Organic,1.694046698,16652.25,24.19,2721.35,0.0,13906.71
Sacramento,Weekly,2024-11-10,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-11-17,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-11-24,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-12-01,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-12-08,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-12-15,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-12-22,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-12-29,Conventional,1.416427193,403318.63,245409.82,59582.46,4092.97,94233.38
Sacramento,Weekly,2024-11-10,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-11-17,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-11-24,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-12-01,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-12-08,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-12-15,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-12-22,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
Sacramento,Weekly,2024-12-29,Organic,1.960830479,13746.48,3758.52,988.03,0.0,8999.93
San Diego,Weekly,2024-11-10,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-11-17,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-11-24,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-12-01,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-12-08,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-12-15,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-12-22,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-12-29,Conventional,1.247688656,561156.76,337064.91,35676.42,42564.27,145851.16
San Diego,Weekly,2024-11-10,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-11-17,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-11-24,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-12-01,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-12-08,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-12-15,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-12-22,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Diego,Weekly,2024-12-29,Organic,2.069836603,27247.81,12875.69,2036.26,0.0,12335.87
San Francisco,Weekly,2024-11-10,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-11-17,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-11-24,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-12-01,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-12-08,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-12-15,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-12-22,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-12-29,Conventional,1.518902633,623654.61,452958.11,38837.95,5093.36,126765.19
San Francisco,Weekly,2024-11-10,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-11-17,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-11-24,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-12-01,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-12-08,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-12-15,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-12-22,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
San Francisco,Weekly,2024-12-29,Organic,1.946711563,52825.57,18976.53,2557.77,0.0,31291.26
Seattle,Weekly,2024-11-10,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-11-17,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-11-24,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-12-01,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-12-08,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-12-15,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-12-22,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-12-29,Conventional,1.57317228,516712.79,274277.28,156390.26,2021.92,84023.33
Seattle,Weekly,2024-11-10,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-11-17,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-11-24,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-12-01,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-12-08,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-12-15,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-12-22,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
Seattle,Weekly,2024-12-29,Organic,2.748388454,66906.29,3858.32,49296.12,22.97,13728.88
South Carolina,Weekly,2024-11-10,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-11-17,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-11-24,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-12-01,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-12-08,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-12-15,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-12-22,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-12-29,Conventional,1.139869434,634931.81,335956.71,74610.45,87.47,224277.18
South Carolina,Weekly,2024-11-10,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-11-17,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-11-24,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-12-01,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-12-08,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-12-15,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-12-22,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Carolina,Weekly,2024-12-29,Organic,1.559045459,47885.1,592.21,2448.04,0.0,44844.84
South Central,Weekly,2024-11-10,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-11-17,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-11-24,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-12-01,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-12-08,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-12-15,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-12-22,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
